market,stock_no,stock_name,date,roc_date,volume_shares,turnover_twd,open,high,low,close,change,transactions
twse,3535,晶彩科,2025-06-02,114/06/02,392515,12511878,32.00,32.30,31.60,32.25,+0.35,280
twse,3535,晶彩科,2025-06-03,114/06/03,334134,10850240,32.55,32.85,31.90,32.50,+0.25,259
twse,3535,晶彩科,2025-06-04,114/06/04,653280,21870061,32.60,33.85,32.60,33.45,+0.95,492
twse,3535,晶彩科,2025-06-05,114/06/05,4253335,152503402,34.10,36.75,33.95,36.75,+3.30,3158
twse,3535,晶彩科,2025-06-06,114/06/06,26924690,1022076587,37.45,39.65,36.45,38.50,+1.75,15858
twse,3535,晶彩科,2025-06-09,114/06/09,13143425,520583495,39.00,42.35,36.80,42.35,+3.85,8029
twse,3535,晶彩科,2025-06-10,114/06/10,44507222,1905146933,42.00,44.50,41.60,41.75,-0.60,25820
twse,3535,晶彩科,2025-06-11,114/06/11,7597157,307065657,40.90,41.25,39.50,40.60,-1.15,4613
twse,3535,晶彩科,2025-06-12,114/06/12,3997550,161268613,40.35,41.30,39.80,40.10,-0.50,2616
twse,3535,晶彩科,2025-06-13,114/06/13,3429201,136763866,40.10,40.60,38.90,40.25,+0.15,2430
twse,3535,晶彩科,2025-06-16,114/06/16,7403845,306035024,41.30,42.95,40.45,40.85,+0.60,5237
twse,3535,晶彩科,2025-06-17,114/06/17,2493566,101483440,40.60,41.75,40.00,41.75,+0.90,1829
twse,3535,晶彩科,2025-06-18,114/06/18,2085553,86019236,41.75,41.95,40.65,40.65,-1.10,1686
twse,3535,晶彩科,2025-06-19,114/06/19,1478920,59076763,41.00,41.00,39.50,39.85,-0.80,1022
twse,3535,晶彩科,2025-06-20,114/06/20,3336815,136580745,39.50,41.95,39.10,41.15,+1.30,2327
twse,3535,晶彩科,2025-06-23,114/06/23,4657367,196769611,40.40,44.50,39.60,43.10,+1.95,3213
twse,3535,晶彩科,2025-06-24,114/06/24,10869471,473630246,43.15,45.20,42.10,42.10,-1.00,7589
twse,3535,晶彩科,2025-06-25,114/06/25,2441004,103342478,42.30,43.10,41.65,42.60,+0.50,1907
twse,3535,晶彩科,2025-06-26,114/06/26,2681384,115293786,42.50,43.70,42.50,42.85,+0.25,1987
twse,3535,晶彩科,2025-06-27,114/06/27,10710426,491526203,43.00,47.10,42.90,47.10,+4.25,6881
twse,3535,晶彩科,2025-06-30,114/06/30,33459547,1677657090,47.55,51.80,47.55,51.80,+4.70,18021
twse,3535,晶彩科,2025-07-01,114/07/01,76097110,4108415574,54.80,56.90,51.80,52.80,+1.00,36999
twse,3535,晶彩科,2025-07-02,114/07/02,14309152,751604611,52.60,53.80,51.40,53.80,+1.00,8551
twse,3535,晶彩科,2025-07-03,114/07/03,9132476,489289313,54.10,54.30,52.60,54.00,+0.20,5668
twse,3535,晶彩科,2025-07-04,114/07/04,14929990,806590730,53.80,55.50,52.00,55.10,+1.10,9694
twse,3535,晶彩科,2025-07-07,114/07/07,14814380,819349745,54.60,56.90,54.20,54.40,-0.70,9809
twse,3535,晶彩科,2025-07-08,114/07/08,6825086,370239746,54.10,55.20,53.00,54.70,+0.30,4630
twse,3535,晶彩科,2025-07-09,114/07/09,6710453,370676178,54.70,55.90,54.50,55.70,+1.00,4344
twse,3535,晶彩科,2025-07-10,114/07/10,5263383,292442242,55.70,56.30,54.90,55.40,-0.30,3151
twse,3535,晶彩科,2025-07-11,114/07/11,12977303,771953473,56.10,60.90,56.00,60.90,+5.50,6086
twse,3535,晶彩科,2025-07-14,114/07/14,56365836,3506922225,62.00,63.90,61.00,63.90,+3.00,32661
twse,3535,晶彩科,2025-07-15,114/07/15,26894753,1721134520,64.40,65.40,63.00,63.80,-0.10,15468
twse,3535,晶彩科,2025-07-16,114/07/16,15398941,989211121,63.50,66.40,62.70,63.20,-0.60,10071
twse,3535,晶彩科,2025-07-17,114/07/17,9913395,637723465,63.30,65.50,62.70,65.50,+2.30,6682
twse,3535,晶彩科,2025-07-18,114/07/18,8328764,541729255,65.30,66.00,64.00,65.20,-0.30,6293
twse,3535,晶彩科,2025-07-21,114/07/21,6873215,449929532,65.20,66.70,64.50,65.00,-0.20,5726
twse,3535,晶彩科,2025-07-22,114/07/22,11529708,751432515,65.00,68.00,62.50,63.40,-1.60,10187
twse,3535,晶彩科,2025-07-23,114/07/23,5889521,374179045,63.40,65.30,62.20,64.00,+0.60,4136
twse,3535,晶彩科,2025-07-24,114/07/24,6798466,442323990,64.00,66.20,63.60,65.00,+1.00,4149
twse,3535,晶彩科,2025-07-25,114/07/25,4449339,290059984,65.50,66.20,64.10,65.60,+0.60,3549
twse,3535,晶彩科,2025-07-28,114/07/28,20705122,1380464870,66.60,69.60,64.00,67.00,+1.40,14454
twse,3535,晶彩科,2025-07-29,114/07/29,21327407,1457972603,66.80,71.50,65.50,66.80,-0.20,15498
twse,3535,晶彩科,2025-07-30,114/07/30,4610666,306464680,66.80,67.10,65.90,66.10,-0.70,3221
twse,3535,晶彩科,2025-07-31,114/07/31,9202679,627743542,66.10,69.80,65.40,68.90,+2.80,5843
twse,3535,晶彩科,2025-08-01,114/08/01,6474148,445804602,67.20,70.30,66.60,68.50,-0.40,4127
twse,3535,晶彩科,2025-08-04,114/08/04,6517526,441618833,68.30,69.90,66.00,66.00,-2.50,6575
twse,3535,晶彩科,2025-08-05,114/08/05,4436817,291305981,66.30,66.60,64.60,66.20,+0.20,3429
twse,3535,晶彩科,2025-08-06,114/08/06,4791551,317770241,66.20,67.30,65.20,65.90,-0.30,3302
twse,3535,晶彩科,2025-08-07,114/08/07,7117187,477008289,66.60,69.50,65.50,67.70,+1.80,4699
twse,3535,晶彩科,2025-08-08,114/08/08,4000347,269072071,68.60,68.70,66.50,67.30,-0.40,3451
twse,3535,晶彩科,2025-08-11,114/08/11,9348101,585726693,66.50,66.60,60.80,61.20,-6.10,5856
twse,3535,晶彩科,2025-08-12,114/08/12,9653558,558972352,61.20,61.60,55.20,55.20,-6.00,7833
twse,3535,晶彩科,2025-08-13,114/08/13,4236860,236168594,56.20,57.20,54.40,54.70,-0.50,3066
twse,3535,晶彩科,2025-08-14,114/08/14,3708943,205007135,55.50,56.50,54.70,55.10,+0.40,1271
twse,3535,晶彩科,2025-08-15,114/08/15,2041750,114063227,55.60,56.80,54.80,55.60,X0.00,1582
twse,3535,晶彩科,2025-08-18,114/08/18,3806883,221823873,57.00,59.90,56.30,57.80,+2.20,2772
twse,3535,晶彩科,2025-08-19,114/08/19,13340041,827352321,57.90,63.50,57.40,62.40,+4.60,10095
twse,3535,晶彩科,2025-08-20,114/08/20,9601628,588676209,62.30,63.60,59.80,60.40,-2.00,6237
twse,3535,晶彩科,2025-08-21,114/08/21,5349929,329334684,60.30,63.40,60.30,61.50,+1.10,3583
twse,3535,晶彩科,2025-08-22,114/08/22,15338735,1020805780,62.30,67.60,62.30,67.60,+6.10,8237
twse,3535,晶彩科,2025-08-25,114/08/25,47702398,3460711184,71.00,74.30,68.80,74.30,+6.70,25698
twse,3535,晶彩科,2025-08-26,114/08/26,39639327,2978540945,75.10,77.70,72.10,74.30,0.00,26308
twse,3535,晶彩科,2025-08-27,114/08/27,17204412,1231039782,72.60,74.10,69.10,71.80,-2.50,11400
twse,3535,晶彩科,2025-08-28,114/08/28,7286941,517594258,72.10,72.60,70.00,70.30,-1.50,5755
twse,3535,晶彩科,2025-08-29,114/08/29,7644971,534541411,70.80,71.10,68.20,70.60,+0.30,5476
twse,3535,晶彩科,2025-09-01,114/09/01,6987760,472141647,70.00,70.40,65.50,66.50,-4.10,5028
twse,3535,晶彩科,2025-09-02,114/09/02,3595964,239290406,67.80,68.00,64.50,67.10,+0.60,2922
twse,3535,晶彩科,2025-09-03,114/09/03,3009276,204552711,67.00,69.70,66.50,68.60,+1.50,2994
twse,3535,晶彩科,2025-09-04,114/09/04,2243972,151541101,68.80,69.20,66.80,66.90,-1.70,2068
twse,3535,晶彩科,2025-09-05,114/09/05,8889635,648099815,69.40,73.50,69.30,73.50,+6.60,4006
twse,3535,晶彩科,2025-09-08,114/09/08,18609135,1351372904,76.10,76.40,70.10,71.40,-2.10,10372
