market,stock_no,stock_name,date,roc_date,volume_shares,turnover_twd,open,high,low,close,change,transactions
twse,2706,第一店,2025-06-02,114/06/02,198238,2714367,13.90,13.90,13.60,13.65,-0.30,161
twse,2706,第一店,2025-06-03,114/06/03,127596,1729146,13.65,13.65,13.50,13.50,-0.15,101
twse,2706,第一店,2025-06-04,114/06/04,49205,670134,13.65,13.70,13.50,13.60,+0.10,40
twse,2706,第一店,2025-06-05,114/06/05,43310,589971,13.60,13.65,13.55,13.65,+0.05,57
twse,2706,第一店,2025-06-06,114/06/06,23255,317394,13.65,13.70,13.60,13.60,-0.05,27
twse,2706,第一店,2025-06-09,114/06/09,10974,149376,13.65,13.65,13.55,13.60,0.00,42
twse,2706,第一店,2025-06-10,114/06/10,122313,1665015,13.60,13.65,13.50,13.60,0.00,80
twse,2706,第一店,2025-06-11,114/06/11,55910,762586,13.65,13.70,13.60,13.60,0.00,59
twse,2706,第一店,2025-06-12,114/06/12,60628,824802,13.65,13.65,13.60,13.60,0.00,36
twse,2706,第一店,2025-06-13,114/06/13,86974,1176392,13.55,13.55,13.50,13.50,-0.10,63
twse,2706,第一店,2025-06-16,114/06/16,30354,411632,13.50,13.60,13.45,13.60,+0.10,48
twse,2706,第一店,2025-06-17,114/06/17,37324,507084,13.60,13.60,13.55,13.60,0.00,53
twse,2706,第一店,2025-06-18,114/06/18,61824,835772,13.50,13.55,13.50,13.50,-0.10,77
twse,2706,第一店,2025-06-19,114/06/19,119609,1602515,13.45,13.50,13.30,13.35,-0.15,199
twse,2706,第一店,2025-06-20,114/06/20,144112,1907743,13.30,13.30,13.20,13.20,-0.15,224
twse,2706,第一店,2025-06-23,114/06/23,87774,1149736,13.15,13.20,13.05,13.10,-0.10,150
twse,2706,第一店,2025-06-24,114/06/24,52555,697448,13.25,13.30,13.20,13.30,+0.20,65
twse,2706,第一店,2025-06-25,114/06/25,36155,481029,13.35,13.35,13.25,13.30,0.00,50
twse,2706,第一店,2025-06-26,114/06/26,192371,2570852,13.35,13.50,13.15,13.45,+0.15,159
twse,2706,第一店,2025-06-27,114/06/27,104749,1415707,13.50,13.60,13.45,13.45,0.00,126
twse,2706,第一店,2025-06-30,114/06/30,60358,808157,13.45,13.45,13.30,13.30,-0.15,103
twse,2706,第一店,2025-07-01,114/07/01,132923,1788507,13.30,13.55,13.30,13.45,+0.15,98
twse,2706,第一店,2025-07-02,114/07/02,31424,421050,13.45,13.45,13.35,13.45,0.00,63
twse,2706,第一店,2025-07-03,114/07/03,53598,720008,13.40,13.50,13.30,13.50,+0.05,72
twse,2706,第一店,2025-07-04,114/07/04,52452,703414,13.45,13.45,13.35,13.35,-0.15,163
twse,2706,第一店,2025-07-07,114/07/07,18412,246219,13.35,13.45,13.30,13.35,0.00,40
twse,2706,第一店,2025-07-08,114/07/08,48618,645570,13.35,13.35,13.20,13.30,-0.05,98
twse,2706,第一店,2025-07-09,114/07/09,34272,454738,13.25,13.30,13.20,13.25,-0.05,63
twse,2706,第一店,2025-07-10,114/07/10,48623,642760,13.20,13.25,13.20,13.20,-0.05,34
twse,2706,第一店,2025-07-11,114/07/11,34069,451818,13.15,13.30,13.15,13.25,+0.05,38
twse,2706,第一店,2025-07-14,114/07/14,21010,278584,13.25,13.25,13.20,13.25,0.00,76
twse,2706,第一店,2025-07-15,114/07/15,52538,696322,13.25,13.30,13.20,13.25,0.00,58
twse,2706,第一店,2025-07-16,114/07/16,55696,738192,13.20,13.30,13.20,13.25,0.00,65
twse,2706,第一店,2025-07-17,114/07/17,73221,971713,13.25,13.30,13.25,13.30,+0.05,56
twse,2706,第一店,2025-07-18,114/07/18,60447,806363,13.30,13.40,13.30,13.40,+0.10,55
twse,2706,第一店,2025-07-21,114/07/21,35164,470581,13.40,13.40,13.35,13.40,0.00,50
twse,2706,第一店,2025-07-22,114/07/22,51890,690938,13.30,13.35,13.30,13.30,-0.10,91
twse,2706,第一店,2025-07-23,114/07/23,68055,908691,13.30,13.40,13.30,13.35,+0.05,34
twse,2706,第一店,2025-07-24,114/07/24,41433,554449,13.30,13.45,13.30,13.45,+0.10,52
twse,2706,第一店,2025-07-25,114/07/25,60833,815709,13.45,13.45,13.40,13.40,-0.05,52
twse,2706,第一店,2025-07-28,114/07/28,53966,724618,13.40,13.45,13.35,13.45,+0.05,49
twse,2706,第一店,2025-07-29,114/07/29,66050,886225,13.50,13.50,13.35,13.40,-0.05,78
twse,2706,第一店,2025-07-30,114/07/30,27030,362351,13.45,13.45,13.40,13.40,0.00,42
twse,2706,第一店,2025-07-31,114/07/31,81794,1092686,13.40,13.45,13.30,13.45,+0.05,82
twse,2706,第一店,2025-08-01,114/08/01,51834,692443,13.25,13.45,13.25,13.45,0.00,118
twse,2706,第一店,2025-08-04,114/08/04,29345,392850,13.35,13.40,13.30,13.40,-0.05,46
twse,2706,第一店,2025-08-05,114/08/05,108296,1446907,13.40,13.40,13.35,13.35,-0.05,96
twse,2706,第一店,2025-08-06,114/08/06,59248,791130,13.40,13.40,13.35,13.35,0.00,53
twse,2706,第一店,2025-08-07,114/08/07,65073,870731,13.35,13.40,13.35,13.35,0.00,64
twse,2706,第一店,2025-08-08,114/08/08,67726,907429,13.40,13.45,13.35,13.40,+0.05,86
twse,2706,第一店,2025-08-11,114/08/11,57137,765435,13.40,13.45,13.35,13.45,+0.05,84
twse,2706,第一店,2025-08-12,114/08/12,105394,1410172,13.45,13.45,13.30,13.35,-0.10,107
twse,2706,第一店,2025-08-13,114/08/13,87745,1174992,13.35,13.45,13.35,13.40,+0.05,88
twse,2706,第一店,2025-08-14,114/08/14,73591,986448,13.40,13.45,13.35,13.45,+0.05,76
twse,2706,第一店,2025-08-15,114/08/15,47792,641587,13.45,13.45,13.40,13.45,0.00,76
twse,2706,第一店,2025-08-18,114/08/18,58542,787220,13.35,13.50,13.35,13.45,0.00,63
twse,2706,第一店,2025-08-19,114/08/19,63868,855808,13.40,13.45,13.35,13.35,-0.10,93
twse,2706,第一店,2025-08-20,114/08/20,85337,1137101,13.45,13.45,13.30,13.30,-0.05,94
twse,2706,第一店,2025-08-21,114/08/21,48714,651179,13.40,13.45,13.30,13.40,+0.10,49
twse,2706,第一店,2025-08-22,114/08/22,42928,574466,13.40,13.40,13.35,13.35,-0.05,84
twse,2706,第一店,2025-08-25,114/08/25,125639,1675771,13.40,13.40,13.30,13.35,0.00,161
twse,2706,第一店,2025-08-26,114/08/26,324181,4371709,13.30,13.65,13.30,13.40,+0.05,237
twse,2706,第一店,2025-08-27,114/08/27,209382,2799694,13.45,13.45,13.35,13.35,-0.05,175
twse,2706,第一店,2025-08-28,114/08/28,86414,1154860,13.30,13.40,13.30,13.35,0.00,92
twse,2706,第一店,2025-08-29,114/08/29,54348,728609,13.35,13.45,13.35,13.45,+0.10,89
twse,2706,第一店,2025-09-01,114/09/01,46451,623758,13.45,13.45,13.40,13.40,-0.05,93
twse,2706,第一店,2025-09-02,114/09/02,82693,1112315,13.40,13.55,13.40,13.40,0.00,76
twse,2706,第一店,2025-09-03,114/09/03,60734,814080,13.45,13.45,13.35,13.40,0.00,44
twse,2706,第一店,2025-09-04,114/09/04,26931,363530,13.50,13.50,13.45,13.45,+0.05,70
