market,stock_no,stock_name,date,roc_date,volume_shares,turnover_twd,open,high,low,close,change,transactions
twse,2453,凌群,2025-06-02,114/06/02,1156626,68025935,58.40,59.90,57.40,59.70,+0.90,1180
twse,2453,凌群,2025-06-03,114/06/03,835139,49599601,59.70,59.80,59.00,59.10,-0.60,992
twse,2453,凌群,2025-06-04,114/06/04,811991,48791813,59.60,60.70,59.60,59.60,+0.50,669
twse,2453,凌群,2025-06-05,114/06/05,562350,33391929,59.90,60.10,58.80,58.80,-0.80,497
twse,2453,凌群,2025-06-06,114/06/06,1035379,60064230,58.80,59.30,57.50,57.90,-0.90,759
twse,2453,凌群,2025-06-09,114/06/09,1208835,70888589,58.70,59.40,57.30,59.30,+1.40,774
twse,2453,凌群,2025-06-10,114/06/10,783877,45922820,58.80,58.90,58.30,58.50,-0.80,772
twse,2453,凌群,2025-06-11,114/06/11,596210,34960040,58.60,59.20,58.20,58.50,0.00,465
twse,2453,凌群,2025-06-12,114/06/12,983279,58342339,58.60,59.70,58.60,59.40,+0.90,782
twse,2453,凌群,2025-06-13,114/06/13,1584816,93559453,59.80,60.20,58.00,58.00,-1.40,1263
twse,2453,凌群,2025-06-16,114/06/16,609272,34831523,58.00,58.00,56.90,57.10,-0.90,538
twse,2453,凌群,2025-06-17,114/06/17,585446,33694931,57.60,57.90,57.10,57.30,+0.20,424
twse,2453,凌群,2025-06-18,114/06/18,263685,15242784,57.80,58.00,57.50,58.00,+0.70,328
twse,2453,凌群,2025-06-19,114/06/19,573837,32879297,58.00,58.10,56.90,56.90,-1.10,457
twse,2453,凌群,2025-06-20,114/06/20,661164,37170682,56.90,57.50,55.60,56.20,-0.70,552
twse,2453,凌群,2025-06-23,114/06/23,393467,22050054,55.70,57.00,54.80,56.80,+0.60,371
twse,2453,凌群,2025-06-24,114/06/24,409619,23775272,57.30,58.40,57.30,58.20,+1.40,426
twse,2453,凌群,2025-06-25,114/06/25,280045,16271714,58.40,58.70,57.80,57.90,-0.30,268
twse,2453,凌群,2025-06-26,114/06/26,221054,12828097,57.90,58.30,57.90,57.90,0.00,269
twse,2453,凌群,2025-06-27,114/06/27,646514,37775974,58.10,58.90,58.00,58.20,+0.30,576
twse,2453,凌群,2025-06-30,114/06/30,277909,16013250,58.30,58.40,57.30,57.40,-0.80,325
twse,2453,凌群,2025-07-01,114/07/01,484450,28133252,57.40,58.50,57.40,58.10,+0.70,365
twse,2453,凌群,2025-07-02,114/07/02,3636356,217290311,59.30,61.60,58.40,58.40,+0.30,2848
twse,2453,凌群,2025-07-03,114/07/03,448086,26422014,59.00,59.30,58.60,59.00,+0.60,444
twse,2453,凌群,2025-07-04,114/07/04,562882,32887659,59.00,59.50,57.80,57.80,-1.20,540
twse,2453,凌群,2025-07-07,114/07/07,399271,22963068,58.10,58.10,57.00,57.40,-0.40,333
twse,2453,凌群,2025-07-08,114/07/08,722753,41791055,57.40,58.60,57.30,57.30,-0.10,623
twse,2453,凌群,2025-07-09,114/07/09,1124308,65745318,58.30,58.90,57.80,58.50,+1.20,806
twse,2453,凌群,2025-07-10,114/07/10,863095,48768878,57.80,57.80,56.00,56.10,X0.00,659
twse,2453,凌群,2025-07-11,114/07/11,378278,21413237,56.50,56.90,56.20,56.60,+0.50,363
