market,stock_no,stock_name,date,roc_date,volume_shares,turnover_twd,open,high,low,close,change,transactions
twse,2887,台新新光金,2025-07-21,114/07/21,89844855,1604582529,17.90,17.95,17.55,17.60,-0.40,24032
twse,2887,台新新光金,2025-07-22,114/07/22,75038337,1301390411,17.50,17.55,17.25,17.30,-0.30,19002
twse,2887,台新新光金,2025-07-23,114/07/23,57059904,985840890,17.15,17.40,17.15,17.40,+0.10,13910
twse,2887,台新新光金,2025-07-24,114/07/24,511981895,8419095942,16.45,16.70,16.30,16.30,-1.10,83324
twse,2887,台新新光金,2025-07-25,114/07/25,426529651,6868695419,16.30,16.50,16.25,16.40,+0.10,34479
twse,2887,台新新光金,2025-07-28,114/07/28,246397165,4026991716,16.50,16.60,16.30,16.30,-0.10,26289
twse,2887,台新新光金,2025-07-29,114/07/29,240363078,3866261541,16.45,16.45,16.10,16.20,-0.10,25777
twse,2887,台新新光金,2025-07-30,114/07/30,86679587,1416584623,16.25,16.40,16.20,16.40,+0.20,15575
twse,2887,台新新光金,2025-07-31,114/07/31,85794986,1400434124,16.40,16.40,16.20,16.35,-0.05,17216
twse,2887,台新新光金,2025-08-01,114/08/01,75770937,1237812809,16.20,16.45,16.15,16.35,0.00,13778
twse,2887,台新新光金,2025-08-04,114/08/04,71720108,1183953358,16.35,16.60,16.35,16.60,+0.25,13264
twse,2887,台新新光金,2025-08-05,114/08/05,91898791,1530210777,16.65,16.75,16.60,16.65,+0.05,14812
twse,2887,台新新光金,2025-08-06,114/08/06,54586138,910659412,16.65,16.75,16.60,16.70,+0.05,10986
twse,2887,台新新光金,2025-08-07,114/08/07,105165914,1750422412,16.70,16.75,16.60,16.60,-0.10,13762
twse,2887,台新新光金,2025-08-08,114/08/08,146777380,2454728686,16.65,16.70,16.55,16.60,0.00,15615
twse,2887,台新新光金,2025-08-11,114/08/11,175904618,2913462708,16.60,16.60,16.50,16.55,-0.05,21742
twse,2887,台新新光金,2025-08-12,114/08/12,254628436,4048379471,15.85,16.05,15.75,15.95,X0.00,28882
twse,2887,台新新光金,2025-08-13,114/08/13,82215475,1320594322,16.05,16.15,15.95,16.15,+0.20,16336
twse,2887,台新新光金,2025-08-14,114/08/14,78235845,1275244034,16.20,16.40,16.15,16.40,+0.25,13369
twse,2887,台新新光金,2025-08-15,114/08/15,58972524,956085876,16.45,16.45,16.15,16.25,-0.15,15951
twse,2887,台新新光金,2025-08-18,114/08/18,49922499,809334602,16.20,16.30,16.10,16.30,+0.05,10192
twse,2887,台新新光金,2025-08-19,114/08/19,41196323,667608487,16.20,16.30,16.15,16.25,-0.05,10090
twse,2887,台新新光金,2025-08-20,114/08/20,84947184,1377850693,16.30,16.35,16.10,16.30,+0.05,16798
twse,2887,台新新光金,2025-08-21,114/08/21,48618886,796302615,16.35,16.45,16.30,16.40,+0.10,9541
twse,2887,台新新光金,2025-08-22,114/08/22,22178432,361936045,16.35,16.40,16.25,16.30,-0.10,5830
twse,2887,台新新光金,2025-08-25,114/08/25,31194558,510437930,16.40,16.45,16.30,16.40,+0.10,6827
twse,2887,台新新光金,2025-08-26,114/08/26,183607991,2960928873,16.35,16.40,16.10,16.10,-0.30,9319
twse,2887,台新新光金,2025-08-27,114/08/27,34726235,564996883,16.15,16.35,16.15,16.25,+0.15,6395
twse,2887,台新新光金,2025-08-28,114/08/28,38812258,633276155,16.30,16.35,16.20,16.35,+0.10,6878
twse,2887,台新新光金,2025-08-29,114/08/29,49024602,796109211,16.35,16.40,16.20,16.25,-0.10,7394
twse,2887,台新新光金,2025-09-01,114/09/01,52526154,858189374,16.25,16.40,16.20,16.40,+0.15,9424
twse,2887,台新新光金,2025-09-02,114/09/02,115149962,1871485448,16.40,16.65,16.40,16.65,+0.25,12111
twse,2887,台新新光金,2025-09-03,114/09/03,126885731,2078450031,16.65,16.95,16.60,16.95,+0.30,13886
twse,2887,台新新光金,2025-09-04,114/09/04,92315358,1585194403,17.00,17.30,17.00,17.25,+0.30,20272
twse,2887,台新新光金,2025-09-05,114/09/05,63066547,1075132435,17.20,17.25,16.90,17.10,-0.15,17256
twse,2887,台新新光金,2025-09-08,114/09/08,35880615,612532153,17.10,17.15,16.95,17.10,0.00,10556
twse,2887,台新新光金,2025-09-09,114/09/09,37373591,639670166,17.15,17.20,17.05,17.20,+0.10,9288
twse,2887,台新新光金,2025-09-10,114/09/10,48048269,828662009,17.25,17.30,17.15,17.30,+0.10,10479
twse,2887,台新新光金,2025-09-11,114/09/11,55718079,963223624,17.35,17.45,17.10,17.20,-0.10,11034
