market,stock_no,stock_name,date,roc_date,volume_shares,turnover_twd,open,high,low,close,change,transactions
tpex,1815,富喬,2025-06-02,114/06/02,116696000,4109516000,34.80,35.85,34.65,34.90,-0.20,45018
tpex,1815,富喬,2025-06-03,114/06/03,182407000,6486376000,36.05,36.90,34.75,35.50,0.60,68176
tpex,1815,富喬,2025-06-04,114/06/04,233058000,8798929000,35.80,39.00,35.80,39.00,3.50,96152
tpex,1815,富喬,2025-06-05,114/06/05,166687000,6484013000,38.95,39.70,37.90,39.20,0.20,75640
tpex,1815,富喬,2025-06-06,114/06/06,94263000,3684865000,39.10,39.65,38.35,39.50,0.30,38972
tpex,1815,富喬,2025-06-09,114/06/09,193186000,7487305000,39.00,40.05,36.95,39.65,0.15,77162
tpex,1815,富喬,2025-06-10,114/06/10,171748000,6950608000,39.70,41.40,39.70,39.75,0.10,76934
tpex,1815,富喬,2025-06-11,114/06/11,102450000,4015128000,40.10,40.50,38.45,38.45,-1.30,42500
tpex,1815,富喬,2025-06-12,114/06/12,57642000,2221261000,38.50,39.10,38.10,38.20,-0.25,24659
tpex,1815,富喬,2025-06-13,114/06/13,86533000,3306835000,37.95,39.25,37.45,37.55,-0.65,35394
tpex,1815,富喬,2025-06-16,114/06/16,71202000,2743715000,37.20,39.35,37.20,39.35,1.80,31805
tpex,1815,富喬,2025-06-17,114/06/17,105114000,4103306000,39.30,39.95,38.20,38.20,-1.15,42105
tpex,1815,富喬,2025-06-18,114/06/18,52493000,2006970000,38.25,38.75,37.90,37.90,-0.30,22233
tpex,1815,富喬,2025-06-19,114/06/19,45015000,1695740000,37.60,38.15,37.30,37.30,-0.60,19243
tpex,1815,富喬,2025-06-20,114/06/20,51463000,1889405000,37.40,37.75,36.20,36.20,-1.10,22427
tpex,1815,富喬,2025-06-23,114/06/23,39453000,1425825000,35.40,36.75,34.80,36.40,0.20,17814
tpex,1815,富喬,2025-06-24,114/06/24,52018000,1947126000,37.00,38.10,36.85,37.40,1.00,23703
