market,stock_no,stock_name,date,roc_date,volume_shares,turnover_twd,open,high,low,close,change,transactions
tpex,8111,立碁,2025-06-02,114/06/02,5220000,252820000,49.60,49.95,47.65,48.25,-2.15,3617
tpex,8111,立碁,2025-06-03,114/06/03,3739000,180508000,48.80,49.20,47.60,47.60,-0.65,2705
tpex,8111,立碁,2025-06-04,114/06/04,3762000,182199000,48.00,49.15,48.00,48.25,0.65,2468
tpex,8111,立碁,2025-06-05,114/06/05,3756000,183426000,48.50,49.70,48.10,48.30,0.05,2547
tpex,8111,立碁,2025-06-06,114/06/06,15850000,804569000,49.50,52.50,48.80,50.80,2.50,10451
tpex,8111,立碁,2025-06-09,114/06/09,10565000,542100000,50.80,52.00,50.20,52.00,1.20,7027
tpex,8111,立碁,2025-06-10,114/06/10,6245000,323962000,52.10,52.50,51.20,52.20,0.20,4148
tpex,8111,立碁,2025-06-11,114/06/11,25894000,1398414000,52.50,55.20,52.40,54.10,1.90,16119
tpex,8111,立碁,2025-06-12,114/06/12,11345000,615917000,54.30,54.90,53.70,54.10,0.00,8186
tpex,8111,立碁,2025-06-13,114/06/13,7857000,416022000,53.90,54.10,52.00,52.20,-1.90,5354
tpex,8111,立碁,2025-06-16,114/06/16,15132000,820583000,52.40,55.80,52.30,54.20,2.00,10145
tpex,8111,立碁,2025-06-17,114/06/17,20979000,1175318000,55.00,58.00,54.00,54.00,-0.20,14836
tpex,8111,立碁,2025-06-18,114/06/18,5820000,316275000,54.50,55.20,53.60,53.60,-0.40,4289
tpex,8111,立碁,2025-06-19,114/06/19,8863000,480478000,54.00,55.50,52.40,52.40,-1.20,6110
tpex,8111,立碁,2025-06-20,114/06/20,4566000,234202000,51.90,52.50,50.50,50.60,-0.90,3196
tpex,8111,立碁,2025-06-23,114/06/23,3046000,152726000,49.60,51.00,48.95,50.70,0.10,2280
tpex,8111,立碁,2025-06-24,114/06/24,5061000,264771000,51.70,53.10,51.60,52.60,1.90,3538
tpex,8111,立碁,2025-06-25,114/06/25,4244000,222728000,52.60,53.50,51.80,52.30,-0.30,3073
tpex,8111,立碁,2025-06-26,114/06/26,5174000,272477000,52.00,53.80,51.60,51.70,-0.60,3455
tpex,8111,立碁,2025-06-27,114/06/27,4194000,212885000,51.80,52.10,50.20,50.20,-1.50,2937
tpex,8111,立碁,2025-06-30,114/06/30,3020000,149583000,50.50,50.80,49.15,49.20,-1.00,2205
tpex,8111,立碁,2025-07-01,114/07/01,3488000,174743000,49.50,51.20,49.35,49.35,0.15,2472
tpex,8111,立碁,2025-07-02,114/07/02,1536000,75898000,49.10,49.85,49.00,49.60,0.25,1263
tpex,8111,立碁,2025-07-03,114/07/03,1954000,97329000,50.00,50.40,49.35,49.55,-0.05,1409
tpex,8111,立碁,2025-07-04,114/07/04,4886000,243898000,49.45,51.10,49.00,49.00,-0.55,3331
tpex,8111,立碁,2025-07-07,114/07/07,2115000,101614000,48.95,49.15,47.75,47.80,-1.20,1749
tpex,8111,立碁,2025-07-08,114/07/08,2227000,104277000,47.05,47.45,46.25,46.80,-1.00,1763
tpex,8111,立碁,2025-07-09,114/07/09,3048000,147917000,46.80,49.45,46.65,49.05,2.25,2521
tpex,8111,立碁,2025-07-10,114/07/10,4308000,213632000,49.05,50.50,48.80,48.80,-0.25,3171
tpex,8111,立碁,2025-07-11,114/07/11,1687000,82407000,48.50,49.60,48.50,48.60,-0.20,1532
