market,stock_no,stock_name,date,roc_date,volume_shares,turnover_twd,open,high,low,close,change,transactions
tpex,2643,捷迅,2025-07-14,114/07/14,16000,1147000,71.30,71.30,71.00,71.10,-0.20,19
tpex,2643,捷迅,2025-07-15,114/07/15,20000,1402000,71.10,71.50,71.10,71.10,0.00,26
tpex,2643,捷迅,2025-07-16,114/07/16,31000,2202000,71.10,71.40,71.10,71.20,0.10,37
tpex,2643,捷迅,2025-07-17,114/07/17,19000,1360000,71.00,71.40,71.00,71.40,0.20,23
tpex,2643,捷迅,2025-07-18,114/07/18,33000,2374000,71.30,71.50,71.00,71.00,-0.40,49
tpex,2643,捷迅,2025-07-21,114/07/21,16000,1105000,70.90,70.90,70.60,70.80,-0.20,36
tpex,2643,捷迅,2025-07-22,114/07/22,31000,2205000,70.80,70.80,70.10,70.70,-0.10,52
tpex,2643,捷迅,2025-07-23,114/07/23,23000,1654000,70.70,71.00,70.40,71.00,0.30,36
tpex,2643,捷迅,2025-07-24,114/07/24,18000,1292000,70.80,71.20,70.70,71.00,0.00,26
tpex,2643,捷迅,2025-07-25,114/07/25,11000,814000,71.10,71.10,71.00,71.10,0.10,17
tpex,2643,捷迅,2025-07-28,114/07/28,15000,1070000,70.80,71.30,70.80,70.90,-0.20,20
tpex,2643,捷迅,2025-07-29,114/07/29,22000,1569000,70.90,71.10,70.90,70.90,0.00,26
tpex,2643,捷迅,2025-07-30,114/07/30,15000,1075000,71.00,71.20,71.00,71.10,0.20,17
tpex,2643,捷迅,2025-07-31,114/07/31,28000,2013000,71.10,71.10,70.80,70.90,-0.20,33
tpex,2643,捷迅,2025-08-01,114/08/01,21000,1486000,70.20,71.10,70.00,71.00,0.10,18
tpex,2643,捷迅,2025-08-04,114/08/04,25000,1775000,70.40,71.00,70.00,70.80,-0.20,26
tpex,2643,捷迅,2025-08-05,114/08/05,27000,1950000,71.20,71.80,71.20,71.80,1.00,26
tpex,2643,捷迅,2025-08-06,114/08/06,92000,6364000,69.30,70.20,68.50,70.00,-1.80,154
tpex,2643,捷迅,2025-08-07,114/08/07,32000,2268000,70.00,70.10,69.70,70.00,0.00,36
tpex,2643,捷迅,2025-08-08,114/08/08,15000,1090000,70.10,70.90,70.10,70.20,0.20,22
tpex,2643,捷迅,2025-08-11,114/08/11,8000,597000,70.70,70.70,70.20,70.40,0.20,23
tpex,2643,捷迅,2025-08-12,114/08/12,41000,2858000,70.40,70.50,69.20,70.50,0.10,36
tpex,2643,捷迅,2025-08-13,114/08/13,32000,2276000,70.50,70.70,70.00,70.40,-0.10,33
tpex,2643,捷迅,2025-08-14,114/08/14,21000,1481000,69.60,70.40,69.20,70.00,-0.40,62
tpex,2643,捷迅,2025-08-15,114/08/15,35000,2429000,70.00,70.40,69.60,70.40,0.40,72
tpex,2643,捷迅,2025-08-18,114/08/18,43000,3007000,70.10,70.20,70.00,70.10,-0.30,101
tpex,2643,捷迅,2025-08-19,114/08/19,35000,2399000,69.60,70.00,69.10,69.60,-0.50,66
tpex,2643,捷迅,2025-08-20,114/08/20,28000,1971000,69.50,70.30,69.30,69.80,0.20,45
tpex,2643,捷迅,2025-08-21,114/08/21,11000,752000,71.00,71.00,70.80,70.90,1.10,20
tpex,2643,捷迅,2025-08-22,114/08/22,11000,786000,71.00,71.00,69.70,70.50,-0.40,18
tpex,2643,捷迅,2025-08-25,114/08/25,18000,1263000,69.30,70.00,69.30,69.80,-0.70,53
tpex,2643,捷迅,2025-08-26,114/08/26,4000,280000,69.80,70.00,69.80,69.90,0.10,6
tpex,2643,捷迅,2025-08-27,114/08/27,14000,992000,69.90,70.00,69.40,70.00,0.10,22
tpex,2643,捷迅,2025-08-28,114/08/28,38000,2656000,70.20,70.20,69.40,69.80,-0.20,54
tpex,2643,捷迅,2025-08-29,114/08/29,20000,1401000,69.50,69.60,69.20,69.60,-0.20,36
tpex,2643,捷迅,2025-09-01,114/09/01,21000,1427000,69.20,69.40,69.20,69.30,-0.30,37
tpex,2643,捷迅,2025-09-02,114/09/02,40000,2783000,69.10,69.20,68.80,69.20,-0.10,54
tpex,2643,捷迅,2025-09-03,114/09/03,29000,2005000,69.20,69.30,68.80,69.30,0.10,30
tpex,2643,捷迅,2025-09-04,114/09/04,28000,1917000,69.50,69.80,69.30,69.30,0.00,39
tpex,2643,捷迅,2025-09-05,114/09/05,65000,4529000,70.10,70.10,69.70,70.00,0.70,64
tpex,2643,捷迅,2025-09-08,114/09/08,55000,3919000,71.10,71.10,70.10,70.60,0.60,68
tpex,2643,捷迅,2025-09-09,114/09/09,43000,3001000,71.00,71.00,70.10,70.60,0.00,50
tpex,2643,捷迅,2025-09-10,114/09/10,76000,5353000,70.70,70.70,69.80,70.30,-0.30,50
tpex,2643,捷迅,2025-09-11,114/09/11,35000,2462000,70.30,70.30,69.50,69.50,-0.80,52
tpex,2643,捷迅,2025-09-12,114/09/12,15000,1062000,69.50,70.30,69.50,70.20,0.70,15
tpex,2643,捷迅,2025-09-15,114/09/15,21000,1491000,69.90,70.30,69.60,69.60,-0.60,30
tpex,2643,捷迅,2025-09-16,114/09/16,19000,1333000,69.60,70.00,69.60,69.90,0.30,23
tpex,2643,捷迅,2025-09-17,114/09/17,19000,1337000,69.80,69.80,69.60,69.70,-0.20,30
tpex,2643,捷迅,2025-09-18,114/09/18,31000,2162000,69.40,69.90,69.40,69.60,-0.10,27
tpex,2643,捷迅,2025-09-19,114/09/19,34000,2375000,70.00,70.00,69.50,70.00,0.40,29
tpex,2643,捷迅,2025-09-22,114/09/22,30000,2058000,69.50,70.00,69.20,70.00,0.00,98
tpex,2643,捷迅,2025-09-23,114/09/23,29000,1999000,69.90,70.50,69.80,70.10,0.10,76
tpex,2643,捷迅,2025-09-24,114/09/24,27000,1891000,70.00,70.30,69.80,70.20,0.10,79
tpex,2643,捷迅,2025-09-25,114/09/25,28000,1958000,70.00,70.40,69.80,70.40,0.20,35
tpex,2643,捷迅,2025-09-26,114/09/26,27000,1901000,70.20,70.20,69.80,70.10,-0.30,51
tpex,2643,捷迅,2025-09-30,114/09/30,18000,1293000,70.00,70.50,69.80,70.50,0.40,132
tpex,2643,捷迅,2025-10-01,114/10/01,20000,1419000,70.20,70.30,69.90,70.10,-0.40,76
tpex,2643,捷迅,2025-10-02,114/10/02,33000,2334000,69.80,70.20,69.20,70.00,-0.10,160
tpex,2643,捷迅,2025-10-03,114/10/03,28000,1975000,69.10,69.60,69.00,69.60,-0.40,208
tpex,2643,捷迅,2025-10-07,114/10/07,38000,2642000,70.00,70.00,69.00,69.20,-0.40,132
tpex,2643,捷迅,2025-10-08,114/10/08,36000,2510000,68.90,69.30,68.80,69.30,0.10,122
tpex,2643,捷迅,2025-10-09,114/10/09,19000,1326000,69.00,69.30,69.00,69.20,-0.10,110
tpex,2643,捷迅,2025-10-13,114/10/13,46000,3186000,68.50,69.20,68.50,68.70,-0.50,192
tpex,2643,捷迅,2025-10-14,114/10/14,46000,3183000,69.30,69.70,69.00,69.50,0.80,25
tpex,2643,捷迅,2025-10-15,114/10/15,19000,1338000,68.90,69.40,68.80,69.30,-0.20,44
tpex,2643,捷迅,2025-10-16,114/10/16,15000,1075000,69.20,69.50,69.20,69.50,0.20,32
tpex,2643,捷迅,2025-10-17,114/10/17,14000,989000,69.10,69.30,68.80,69.10,-0.40,26
tpex,2643,捷迅,2025-10-20,114/10/20,38000,2642000,69.10,69.10,68.90,69.00,-0.10,41
tpex,2643,捷迅,2025-10-21,114/10/21,29000,1988000,69.30,69.80,69.30,69.80,0.80,27
tpex,2643,捷迅,2025-10-22,114/10/22,20000,1406000,69.50,69.90,69.50,69.90,0.10,23
tpex,2643,捷迅,2025-10-23,114/10/23,22000,1545000,69.90,70.00,69.60,69.70,-0.20,21
tpex,2643,捷迅,2025-10-27,114/10/27,29000,1995000,69.60,70.40,69.40,70.20,0.50,78
tpex,2643,捷迅,2025-10-28,114/10/28,31000,2142000,70.20,70.30,70.00,70.20,0.00,57
tpex,2643,捷迅,2025-10-29,114/10/29,45000,3135000,70.40,70.80,70.00,70.80,0.60,41
tpex,2643,捷迅,2025-10-30,114/10/30,20000,1432000,70.80,70.80,70.30,70.70,-0.10,26
tpex,2643,捷迅,2025-10-31,114/10/31,23000,1618000,70.70,70.70,69.70,70.30,-0.40,31
tpex,2643,捷迅,2025-11-03,114/11/03,51000,3588000,70.90,71.10,70.30,70.90,0.60,40
tpex,2643,捷迅,2025-11-04,114/11/04,48000,3425000,70.20,71.00,70.20,71.00,0.10,46
tpex,2643,捷迅,2025-11-05,114/11/05,122000,8698000,71.10,71.50,70.50,71.50,0.50,158
tpex,2643,捷迅,2025-11-06,114/11/06,182000,13064000,71.50,72.50,71.50,72.10,0.60,128
tpex,2643,捷迅,2025-11-07,114/11/07,265000,19534000,73.60,74.50,72.90,74.50,2.40,269
tpex,2643,捷迅,2025-11-10,114/11/10,39000,2852000,74.50,74.50,73.00,73.20,-1.30,342
tpex,2643,捷迅,2025-11-11,114/11/11,29000,2079000,73.30,73.30,72.60,72.90,-0.30,192
tpex,2643,捷迅,2025-11-12,114/11/12,65000,4679000,73.20,73.20,71.50,72.20,-0.70,70
tpex,2643,捷迅,2025-11-13,114/11/13,71000,5026000,71.60,71.60,71.00,71.30,-0.90,87
tpex,2643,捷迅,2025-11-14,114/11/14,126000,8910000,70.60,71.00,70.40,70.90,-0.40,95
tpex,2643,捷迅,2025-11-17,114/11/17,44000,3153000,71.40,71.70,70.30,71.70,0.80,38
tpex,2643,捷迅,2025-11-18,114/11/18,27000,1938000,71.90,72.40,70.60,70.70,-1.00,88
tpex,2643,捷迅,2025-11-19,114/11/19,19000,1319000,71.50,71.50,70.60,70.60,-0.10,25
tpex,2643,捷迅,2025-11-20,114/11/20,19000,1357000,70.60,71.20,70.60,71.20,0.60,32
tpex,2643,捷迅,2025-11-21,114/11/21,11000,789000,70.90,71.20,70.30,71.20,0.00,22
tpex,2643,捷迅,2025-11-24,114/11/24,26000,1861000,71.50,71.50,71.00,71.40,0.20,35
tpex,2643,捷迅,2025-11-25,114/11/25,36000,2555000,71.30,72.00,71.00,72.00,0.60,51
tpex,2643,捷迅,2025-11-26,114/11/26,24000,1728000,72.00,72.00,71.30,71.70,-0.30,56
tpex,2643,捷迅,2025-11-27,114/11/27,38000,2690000,71.40,72.10,71.00,72.10,0.40,46
tpex,2643,捷迅,2025-11-28,114/11/28,20000,1416000,72.10,72.40,71.90,72.30,0.20,36
tpex,2643,捷迅,2025-12-01,114/12/01,19000,1400000,71.90,72.50,71.50,72.50,0.20,61
tpex,2643,捷迅,2025-12-02,114/12/02,7000,532000,71.70,72.00,71.70,72.00,-0.50,97
tpex,2643,捷迅,2025-12-03,114/12/03,58000,4207000,71.90,72.50,71.50,72.00,0.00,38
tpex,2643,捷迅,2025-12-04,114/12/04,14000,1031000,72.20,72.20,72.00,72.10,0.10,39
tpex,2643,捷迅,2025-12-05,114/12/05,16000,1132000,73.20,73.20,72.10,72.40,0.30,34
tpex,2643,捷迅,2025-12-08,114/12/08,98000,7242000,73.40,74.50,73.40,74.40,2.00,144
tpex,2643,捷迅,2025-12-09,114/12/09,233000,17563000,74.90,75.60,74.50,75.00,0.60,161
tpex,2643,捷迅,2025-12-10,114/12/10,49000,3645000,75.70,75.70,73.60,74.20,-0.80,230
tpex,2643,捷迅,2025-12-11,114/12/11,79000,5883000,74.00,75.90,73.30,75.90,1.70,74
tpex,2643,捷迅,2025-12-12,114/12/12,40000,3005000,75.90,76.20,75.80,75.90,0.00,67
tpex,2643,捷迅,2025-12-15,114/12/15,18000,1371000,75.50,75.70,75.50,75.50,-0.40,20
tpex,2643,捷迅,2025-12-16,114/12/16,25000,1846000,75.50,75.50,74.50,74.80,-0.70,38
tpex,2643,捷迅,2025-12-17,114/12/17,15000,1111000,74.10,74.10,73.90,73.90,-0.90,170
tpex,2643,捷迅,2025-12-18,114/12/18,8000,614000,73.70,73.70,73.20,73.40,-0.50,71
