market,stock_no,stock_name,date,roc_date,volume_shares,turnover_twd,open,high,low,close,change,transactions
tpex,8416,實威,2025-06-02,114/06/02,4000,628000,170.50,170.50,170.50,170.50,0.50,7
tpex,8416,實威,2025-06-03,114/06/03,2000,390000,169.00,169.00,169.00,169.00,-1.50,20
tpex,8416,實威,2025-06-04,114/06/04,1000,199000,170.00,170.00,170.00,170.00,1.00,8
tpex,8416,實威,2025-06-05,114/06/05,9000,1485000,170.50,171.50,170.00,171.50,1.50,25
tpex,8416,實威,2025-06-06,114/06/06,1000,171000,170.00,170.00,170.00,170.00,-1.50,3
tpex,8416,實威,2025-06-09,114/06/09,4000,706000,170.50,170.50,170.00,170.50,0.50,11
tpex,8416,實威,2025-06-10,114/06/10,16000,2649000,168.00,170.00,168.00,170.00,-0.50,141
tpex,8416,實威,2025-06-11,114/06/11,7000,1233000,168.00,169.50,168.00,169.50,-0.50,17
tpex,8416,實威,2025-06-12,114/06/12,9000,1579000,168.50,168.50,168.50,168.50,-1.00,19
tpex,8416,實威,2025-06-13,114/06/13,9000,1444000,168.50,170.00,168.00,170.00,1.50,21
tpex,8416,實威,2025-06-16,114/06/16,9000,1607000,169.00,170.00,169.00,170.00,0.00,66
tpex,8416,實威,2025-06-17,114/06/17,13000,2085000,163.00,166.00,163.00,164.50,2.50,70
tpex,8416,實威,2025-06-18,114/06/18,3000,554000,162.50,163.00,162.50,163.00,-1.50,16
tpex,8416,實威,2025-06-19,114/06/19,4000,675000,163.00,163.00,162.50,162.50,-0.50,9
tpex,8416,實威,2025-06-20,114/06/20,4000,711000,161.00,161.00,160.00,160.00,-2.50,93
tpex,8416,實威,2025-06-23,114/06/23,0,6000,--,--,--,--,0.00,2
tpex,8416,實威,2025-06-24,114/06/24,9000,1383000,161.00,163.50,158.00,163.50,2.50,27
tpex,8416,實威,2025-06-25,114/06/25,1000,224000,160.50,160.50,160.50,160.50,-3.00,12
tpex,8416,實威,2025-06-26,114/06/26,4000,636000,160.50,160.50,160.00,160.00,-0.50,42
tpex,8416,實威,2025-06-27,114/06/27,11000,1809000,160.00,163.50,160.00,160.00,0.00,50
tpex,8416,實威,2025-06-30,114/06/30,3000,530000,159.00,159.00,159.00,159.00,-1.00,17
tpex,8416,實威,2025-07-01,114/07/01,3000,460000,160.00,161.50,160.00,161.50,2.50,25
tpex,8416,實威,2025-07-02,114/07/02,0,41000,--,--,--,--,0.00,11
tpex,8416,實威,2025-07-03,114/07/03,2000,386000,161.00,161.00,160.50,160.50,-1.00,12
tpex,8416,實威,2025-07-04,114/07/04,3000,508000,157.00,160.50,157.00,160.50,0.00,12
tpex,8416,實威,2025-07-07,114/07/07,3000,419000,160.00,160.00,160.00,160.00,-0.50,34
tpex,8416,實威,2025-07-08,114/07/08,18000,2864000,158.00,160.50,157.50,160.50,0.50,57
tpex,8416,實威,2025-07-09,114/07/09,4000,707000,158.00,160.00,158.00,160.00,-0.50,15
tpex,8416,實威,2025-07-10,114/07/10,6000,906000,161.00,161.00,160.00,160.00,0.00,27
tpex,8416,實威,2025-07-11,114/07/11,3000,505000,160.00,161.00,160.00,161.00,1.00,28
tpex,8416,實威,2025-07-14,114/07/14,4000,642000,160.00,160.00,160.00,160.00,-1.00,9
tpex,8416,實威,2025-07-15,114/07/15,2000,341000,160.50,160.50,160.00,160.00,0.00,26
tpex,8416,實威,2025-07-16,114/07/16,0,39000,--,--,--,--,0.00,15
tpex,8416,實威,2025-07-17,114/07/17,1000,218000,160.50,160.50,160.50,160.50,0.50,12
tpex,8416,實威,2025-07-18,114/07/18,1000,168000,159.50,159.50,159.50,159.50,-1.00,2
tpex,8416,實威,2025-07-21,114/07/21,1000,188000,159.50,159.50,159.50,159.50,0.00,5
tpex,8416,實威,2025-07-22,114/07/22,1000,175000,159.50,159.50,159.50,159.50,0.00,2
tpex,8416,實威,2025-07-23,114/07/23,4000,643000,161.00,161.00,160.50,161.00,1.50,3
tpex,8416,實威,2025-07-24,114/07/24,4000,682000,161.50,161.50,160.00,161.00,0.00,10
tpex,8416,實威,2025-07-25,114/07/25,2000,257000,161.00,161.00,161.00,161.00,0.00,16
tpex,8416,實威,2025-07-28,114/07/28,4000,568000,161.00,161.00,160.00,160.00,-1.00,27
tpex,8416,實威,2025-07-29,114/07/29,4000,660000,161.00,161.00,160.00,161.00,1.00,9
tpex,8416,實威,2025-07-30,114/07/30,6000,1009000,160.00,160.00,159.50,159.50,-1.50,17
tpex,8416,實威,2025-07-31,114/07/31,3000,410000,160.00,160.00,160.00,160.00,0.50,10
tpex,8416,實威,2025-08-01,114/08/01,2000,369000,160.00,160.50,160.00,160.50,0.50,27
tpex,8416,實威,2025-08-04,114/08/04,2000,359000,159.50,159.50,159.50,159.50,-1.00,11
tpex,8416,實威,2025-08-05,114/08/05,14000,2308000,161.50,162.00,161.00,161.00,1.50,35
tpex,8416,實威,2025-08-06,114/08/06,11000,1815000,162.00,162.00,160.00,162.00,1.00,25
tpex,8416,實威,2025-08-07,114/08/07,15000,2510000,164.00,164.00,162.00,164.00,2.00,23
tpex,8416,實威,2025-08-08,114/08/08,7000,1093000,164.50,165.50,164.00,164.00,0.00,20
tpex,8416,實威,2025-08-11,114/08/11,6000,1038000,165.50,165.50,165.50,165.50,1.50,15
tpex,8416,實威,2025-08-12,114/08/12,10000,1741000,166.00,167.00,166.00,166.00,0.50,21
tpex,8416,實威,2025-08-13,114/08/13,4000,610000,169.50,169.50,167.50,168.00,2.00,20
tpex,8416,實威,2025-08-14,114/08/14,3000,418000,167.00,167.00,167.00,167.00,-1.00,17
tpex,8416,實威,2025-08-15,114/08/15,8000,1386000,169.00,169.00,165.00,167.00,0.00,13
tpex,8416,實威,2025-08-18,114/08/18,6000,1054000,167.00,167.50,166.00,167.50,0.50,13
tpex,8416,實威,2025-08-19,114/08/19,6000,955000,169.00,169.50,168.00,168.00,0.50,21
tpex,8416,實威,2025-08-20,114/08/20,5000,884000,167.00,167.00,166.00,166.00,-2.00,13
tpex,8416,實威,2025-08-21,114/08/21,6000,965000,166.00,171.00,166.00,167.50,1.50,31
tpex,8416,實威,2025-08-22,114/08/22,17000,2722000,166.00,167.50,161.50,167.50,0.00,62
tpex,8416,實威,2025-08-25,114/08/25,25000,4022000,165.00,165.00,162.50,163.50,-4.00,40
tpex,8416,實威,2025-08-26,114/08/26,16000,2672000,163.50,164.00,162.00,164.00,0.50,26
tpex,8416,實威,2025-08-27,114/08/27,15000,2510000,165.00,165.00,164.00,165.00,1.00,29
tpex,8416,實威,2025-08-28,114/08/28,36000,5996000,165.00,171.00,165.00,170.50,5.50,71
tpex,8416,實威,2025-08-29,114/08/29,30000,5252000,170.50,174.00,170.50,174.00,3.50,133
tpex,8416,實威,2025-09-01,114/09/01,19000,3263000,173.00,173.00,172.50,172.50,-1.50,61
tpex,8416,實威,2025-09-02,114/09/02,8000,1419000,172.50,172.50,170.00,170.50,-2.00,20
tpex,8416,實威,2025-09-03,114/09/03,9000,1444000,170.00,170.00,168.50,168.50,-2.00,368
tpex,8416,實威,2025-09-04,114/09/04,19000,3161000,169.00,169.00,167.50,168.00,-0.50,28
tpex,8416,實威,2025-09-05,114/09/05,3000,512000,168.50,170.50,168.50,170.50,2.50,7
tpex,8416,實威,2025-09-08,114/09/08,8000,1296000,171.00,171.00,170.50,171.00,0.50,29
tpex,8416,實威,2025-09-09,114/09/09,12000,1981000,172.00,172.00,170.00,170.00,-1.00,393
tpex,8416,實威,2025-09-10,114/09/10,17000,2957000,172.50,173.00,172.00,173.00,3.00,42
tpex,8416,實威,2025-09-11,114/09/11,21000,3598000,174.50,176.00,174.50,174.50,1.50,271
tpex,8416,實威,2025-09-12,114/09/12,5000,802000,174.50,175.00,174.00,175.00,0.50,15
tpex,8416,實威,2025-09-15,114/09/15,8000,1477000,176.00,176.00,174.00,174.00,-1.00,310
tpex,8416,實威,2025-09-16,114/09/16,9000,1595000,173.00,174.00,172.00,174.00,0.00,21
tpex,8416,實威,2025-09-17,114/09/17,11000,1991000,175.00,175.50,173.00,174.00,0.00,83
tpex,8416,實威,2025-09-18,114/09/18,0,27000,--,--,--,--,0.00,7
tpex,8416,實威,2025-09-19,114/09/19,12000,2072000,172.00,173.50,171.00,173.50,-0.50,14
tpex,8416,實威,2025-09-22,114/09/22,2000,416000,174.00,174.00,172.00,172.00,-1.50,77
tpex,8416,實威,2025-09-23,114/09/23,3000,519000,173.50,173.50,172.00,173.00,1.00,6
tpex,8416,實威,2025-09-24,114/09/24,5000,791000,171.00,171.50,171.00,171.50,-1.50,19
tpex,8416,實威,2025-09-25,114/09/25,21000,3667000,177.00,177.00,175.00,175.00,3.50,48
tpex,8416,實威,2025-09-26,114/09/26,9000,1621000,173.00,175.50,172.00,172.50,-2.50,21
tpex,8416,實威,2025-09-30,114/09/30,5000,933000,174.50,175.50,172.00,174.00,1.50,47
tpex,8416,實威,2025-10-01,114/10/01,6000,1015000,175.50,175.50,173.50,173.50,-0.50,99
tpex,8416,實威,2025-10-02,114/10/02,7000,1203000,173.00,174.50,172.00,174.50,1.00,19
tpex,8416,實威,2025-10-03,114/10/03,3000,475000,174.50,174.50,173.50,173.50,-1.00,11
tpex,8416,實威,2025-10-07,114/10/07,7000,1149000,174.50,175.00,174.50,175.00,1.50,25
tpex,8416,實威,2025-10-08,114/10/08,4000,656000,176.00,176.00,175.00,175.00,0.00,22
tpex,8416,實威,2025-10-09,114/10/09,6000,955000,173.50,174.00,172.50,174.00,-1.00,40
tpex,8416,實威,2025-10-13,114/10/13,7000,1290000,175.00,176.00,174.50,175.00,1.00,148
tpex,8416,實威,2025-10-14,114/10/14,9000,1650000,175.00,175.00,173.50,173.50,-1.50,55
tpex,8416,實威,2025-10-15,114/10/15,4000,774000,173.00,174.50,173.00,174.50,1.00,69
tpex,8416,實威,2025-10-16,114/10/16,4000,716000,175.00,175.50,175.00,175.50,1.00,11
tpex,8416,實威,2025-10-17,114/10/17,4000,640000,175.50,175.50,175.00,175.00,-0.50,26
tpex,8416,實威,2025-10-20,114/10/20,5000,830000,174.50,175.00,174.50,175.00,0.00,20
tpex,8416,實威,2025-10-21,114/10/21,7000,1256000,175.00,176.00,174.50,175.50,0.50,18
tpex,8416,實威,2025-10-22,114/10/22,9000,1626000,175.50,175.50,175.00,175.50,0.00,19
tpex,8416,實威,2025-10-23,114/10/23,10000,1685000,174.50,176.00,173.50,176.00,0.50,45
tpex,8416,實威,2025-10-27,114/10/27,10000,1673000,175.50,175.50,175.00,175.00,-1.00,62
tpex,8416,實威,2025-10-28,114/10/28,8000,1371000,174.50,174.50,173.50,174.00,-1.00,85
tpex,8416,實威,2025-10-29,114/10/29,6000,1126000,174.00,175.00,174.00,174.50,0.50,23
tpex,8416,實威,2025-10-30,114/10/30,2000,368000,174.00,174.00,174.00,174.00,-0.50,7
tpex,8416,實威,2025-10-31,114/10/31,19000,3270000,172.50,174.00,171.50,174.00,0.00,117
tpex,8416,實威,2025-11-03,114/11/03,7000,1304000,175.00,175.00,173.50,174.00,0.00,38
tpex,8416,實威,2025-11-04,114/11/04,9000,1638000,175.00,175.00,173.50,175.00,1.00,46
tpex,8416,實威,2025-11-05,114/11/05,9000,1606000,173.00,174.00,172.00,174.00,-1.00,37
tpex,8416,實威,2025-11-06,114/11/06,6000,996000,175.50,176.00,174.00,174.00,0.00,104
tpex,8416,實威,2025-11-07,114/11/07,7000,1246000,173.50,173.50,172.50,172.50,-1.50,37
tpex,8416,實威,2025-11-10,114/11/10,7000,1222000,173.50,173.50,172.50,173.50,1.00,20
tpex,8416,實威,2025-11-11,114/11/11,14000,2473000,173.50,174.00,172.50,172.50,-1.00,35
tpex,8416,實威,2025-11-12,114/11/12,14000,2466000,172.00,174.50,172.00,174.50,2.00,30
tpex,8416,實威,2025-11-13,114/11/13,4000,615000,176.00,176.00,173.50,173.50,-1.00,12
