market,stock_no,stock_name,date,roc_date,volume_shares,turnover_twd,open,high,low,close,change,transactions
tpex,6546,正基,2025-06-02,114/06/02,479000,42773000,91.60,91.60,88.50,88.60,-3.40,573
tpex,6546,正基,2025-06-03,114/06/03,576000,50259000,89.00,89.40,86.30,87.00,-1.60,623
tpex,6546,正基,2025-06-04,114/06/04,627000,56171000,88.80,90.50,88.40,90.20,3.20,578
tpex,6546,正基,2025-06-05,114/06/05,432000,38860000,90.30,91.80,88.80,88.80,-1.40,606
tpex,6546,正基,2025-06-06,114/06/06,339000,30231000,88.90,90.50,88.40,89.40,0.60,369
tpex,6546,正基,2025-06-09,114/06/09,406000,35818000,88.90,89.60,87.30,88.40,-1.00,592
tpex,6546,正基,2025-06-10,114/06/10,298000,26748000,88.40,90.30,88.20,89.80,1.40,307
tpex,6546,正基,2025-06-11,114/06/11,344000,31454000,91.80,92.40,90.30,91.60,1.80,301
tpex,6546,正基,2025-06-12,114/06/12,217000,19870000,91.50,92.10,91.10,91.40,-0.20,228
tpex,6546,正基,2025-06-13,114/06/13,475000,42347000,91.50,91.50,88.20,88.20,-3.20,908
tpex,6546,正基,2025-06-16,114/06/16,162000,14303000,87.70,89.20,87.00,88.50,0.30,228
tpex,6546,正基,2025-06-17,114/06/17,633000,57412000,88.90,92.40,88.90,89.80,1.30,518
tpex,6546,正基,2025-06-18,114/06/18,215000,19501000,90.10,91.60,90.00,90.30,0.50,179
tpex,6546,正基,2025-06-19,114/06/19,377000,33447000,90.20,90.60,87.80,88.00,-2.30,335
tpex,6546,正基,2025-06-20,114/06/20,349000,30397000,88.00,89.10,86.50,86.50,-1.50,353
tpex,6546,正基,2025-06-23,114/06/23,482000,40666000,87.30,87.30,82.00,85.60,-0.90,484
tpex,6546,正基,2025-06-24,114/06/24,626000,55616000,87.10,89.80,86.50,89.20,3.60,548
tpex,6546,正基,2025-06-25,114/06/25,519000,45057000,86.00,88.40,86.00,86.20,0.50,381
tpex,6546,正基,2025-06-26,114/06/26,235000,20498000,87.50,88.00,86.20,86.20,0.00,199
tpex,6546,正基,2025-06-27,114/06/27,163000,14045000,86.90,87.00,85.80,86.50,0.30,159
tpex,6546,正基,2025-06-30,114/06/30,271000,22989000,87.10,87.10,84.20,84.20,-2.30,328
tpex,6546,正基,2025-07-01,114/07/01,471000,39680000,84.60,86.90,82.40,82.70,-1.50,516
tpex,6546,正基,2025-07-02,114/07/02,389000,32099000,83.00,83.90,81.90,81.90,-0.80,313
tpex,6546,正基,2025-07-03,114/07/03,277000,22991000,82.10,83.80,82.10,82.80,0.90,273
tpex,6546,正基,2025-07-04,114/07/04,581000,47130000,83.00,84.20,79.70,80.00,-2.80,602
tpex,6546,正基,2025-07-07,114/07/07,329000,25924000,80.00,80.00,78.10,78.40,-1.60,349
tpex,6546,正基,2025-07-08,114/07/08,370000,28844000,78.40,79.20,76.40,77.90,-0.50,377
tpex,6546,正基,2025-07-09,114/07/09,159000,12408000,78.00,78.30,77.40,77.60,-0.30,194
tpex,6546,正基,2025-07-10,114/07/10,225000,17532000,77.40,78.70,77.30,77.30,-0.30,220
tpex,6546,正基,2025-07-11,114/07/11,325000,25632000,77.30,80.00,77.30,79.70,2.40,298
tpex,6546,正基,2025-07-14,114/07/14,211000,16459000,78.80,79.10,77.50,77.60,-2.10,359
tpex,6546,正基,2025-07-15,114/07/15,174000,13529000,78.20,78.30,77.50,77.60,0.00,172
tpex,6546,正基,2025-07-16,114/07/16,506000,40465000,78.50,81.20,78.30,80.50,2.90,483
tpex,6546,正基,2025-07-17,114/07/17,357000,28993000,80.10,81.80,80.10,80.70,0.20,325
tpex,6546,正基,2025-07-18,114/07/18,177000,14347000,80.90,82.00,80.40,80.70,0.00,181
tpex,6546,正基,2025-07-21,114/07/21,264000,21307000,81.30,82.10,80.00,80.70,0.00,242
tpex,6546,正基,2025-07-22,114/07/22,554000,43224000,80.80,80.80,76.60,76.90,-3.80,670
tpex,6546,正基,2025-07-23,114/07/23,163000,12804000,77.30,79.70,77.30,78.40,1.50,149
tpex,6546,正基,2025-07-24,114/07/24,132000,10284000,78.30,78.60,77.30,78.20,-0.20,166
tpex,6546,正基,2025-07-25,114/07/25,143000,11139000,78.30,78.50,77.30,77.50,-0.70,186
tpex,6546,正基,2025-07-28,114/07/28,156000,12199000,78.40,78.90,77.00,77.70,0.20,159
tpex,6546,正基,2025-07-29,114/07/29,258000,20096000,77.70,78.90,77.00,77.20,-0.50,320
tpex,6546,正基,2025-07-30,114/07/30,312000,24124000,77.60,78.20,76.80,77.10,-0.10,273
tpex,6546,正基,2025-07-31,114/07/31,1088000,87867000,77.20,82.50,77.20,80.40,3.30,1091
tpex,6546,正基,2025-08-01,114/08/01,1010000,83268000,79.70,84.30,78.00,82.50,2.10,2124
tpex,6546,正基,2025-08-04,114/08/04,497000,40698000,82.00,83.00,80.80,81.50,-1.00,553
tpex,6546,正基,2025-08-05,114/08/05,444000,36782000,82.40,84.20,81.70,82.80,1.30,605
tpex,6546,正基,2025-08-06,114/08/06,1614000,128593000,83.20,83.20,78.20,78.20,-4.60,1737
tpex,6546,正基,2025-08-07,114/08/07,964000,76476000,78.50,81.20,77.70,80.50,2.30,941
tpex,6546,正基,2025-08-08,114/08/08,441000,34955000,80.50,80.90,78.40,78.70,-1.80,744
tpex,6546,正基,2025-08-11,114/08/11,519000,40193000,78.20,78.20,77.10,77.30,-1.40,541
tpex,6546,正基,2025-08-12,114/08/12,499000,39056000,76.80,80.00,76.80,79.00,1.70,458
tpex,6546,正基,2025-08-13,114/08/13,734000,59208000,79.90,82.00,79.30,79.60,0.60,604
tpex,6546,正基,2025-08-14,114/08/14,386000,31175000,80.20,81.50,79.60,80.70,1.10,502
